language,split,rendering,family,task,verb,neg,label,sentence_a,sentence_b
ko,train,primary,assertion,quantity,2,True,0,어린 하얀색 오리 여덟 마리와 작은 노란색 토끼 두 마리가 있다.,작은 노란색 토끼 여덟 마리와 어린 하얀색 오리 두 마리가 있다.
en,train,primary,assertion,quantity,2,True,1,There are eight young white ducks and two small yellow rabbits.,There are two small yellow rabbits and eight young white ducks.
de,train,primary,assertion,quantity,2,True,1,Es gibt acht junge weiße Enten und zwei kleine gelbe Kaninchen.,Es gibt zwei kleine gelbe Kaninchen und acht junge weiße Enten.
ko,train,primary,assertion,quantity,2,True,1,어린 하얀색 오리 여덟 마리와 작은 노란색 토끼 두 마리가 있다.,작은 노란색 토끼 두 마리와 어린 하얀색 오리 여덟 마리가 있다.
en,train,primary,assertion,quantity,0,True,0,There are two old black sheep and four large white bears.,There are two large white bears and four old black sheep.
de,train,primary,assertion,quantity,0,True,0,Es gibt zwei alte schwarze Schafe und vier große weiße Bären.,Es gibt zwei große weiße Bären und vier alte schwarze Schafe.
ko,train,primary,assertion,quantity,0,True,0,늙은 검은색 양 두 마리와 큰 하얀색 곰 네 마리가 있다.,큰 하얀색 곰 두 마리와 늙은 검은색 양 네 마리가 있다.
en,train,primary,assertion,quantity,0,True,1,There are two old black sheep and four large white bears.,There are four large white bears and two old black sheep.
de,train,primary,assertion,quantity,0,True,1,Es gibt zwei alte schwarze Schafe und vier große weiße Bären.,Es gibt vier große weiße Bären und zwei alte schwarze Schafe.
ko,train,primary,assertion,quantity,0,True,1,늙은 검은색 양 두 마리와 큰 하얀색 곰 네 마리가 있다.,큰 하얀색 곰 네 마리와 늙은 검은색 양 두 마리가 있다.
en,dev_a,primary,assertion,roles,2,False,0,The old white lion follows the old green fox and the old green fox greets the old white lion.,The old green fox is greeted by the old white lion and the old white lion is followed by the old green fox.
en,dev_a,auxiliary,truth_question,roles,2,False,0,Is it true that the old white lion follows the old green fox and the old green fox greets the old white lion?,Is it true that the old green fox is greeted by the old white lion and the old white lion is followed by the old green fox?
de,dev_a,primary,assertion,roles,2,False,0,Der alte weiße Löwe verfolgt den alten grünen Fuchs und der alte grüne Fuchs grüßt den alten weißen Löwen.,Der alte grüne Fuchs wird von dem alten weißen Löwen gegrüßt und der alte weiße Löwe wird von dem alten grünen Fuchs verfolgt.
de,dev_a,auxiliary,truth_question,roles,2,False,0,"Stimmt es, dass der alte weiße Löwe den alten grünen Fuchs verfolgt und der alte grüne Fuchs den alten weißen Löwen grüßt?","Stimmt es, dass der alte grüne Fuchs von dem alten weißen Löwen gegrüßt wird und der alte weiße Löwe von dem alten grünen Fuchs verfolgt wird?"
ko,dev_a,primary,assertion,roles,2,False,0,늙은 하얀색 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀색 사자를 반긴다는 것이 모두 사실이다.,늙은 초록색 여우를 늙은 하얀색 사자가 반긴다는 것과 늙은 하얀색 사자를 늙은 초록색 여우가 뒤따른다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,roles,2,False,0,늙은 하얀색 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀색 사자를 반긴다는 것이 모두 사실인가?,늙은 초록색 여우를 늙은 하얀색 사자가 반긴다는 것과 늙은 하얀색 사자를 늙은 초록색 여우가 뒤따른다는 것이 모두 사실인가?
en,dev_a,primary,assertion,roles,2,False,1,The old white lion follows the old green fox and the old green fox greets the old white lion.,The old green fox is followed by the old white lion and the old white lion is greeted by the old green fox.
en,dev_a,auxiliary,truth_question,roles,2,False,1,Is it true that the old white lion follows the old green fox and the old green fox greets the old white lion?,Is it true that the old green fox is followed by the old white lion and the old white lion is greeted by the old green fox?
de,dev_a,primary,assertion,roles,2,False,1,Der alte weiße Löwe verfolgt den alten grünen Fuchs und der alte grüne Fuchs grüßt den alten weißen Löwen.,Der alte grüne Fuchs wird von dem alten weißen Löwen verfolgt und der alte weiße Löwe wird von dem alten grünen Fuchs gegrüßt.
de,dev_a,auxiliary,truth_question,roles,2,False,1,"Stimmt es, dass der alte weiße Löwe den alten grünen Fuchs verfolgt und der alte grüne Fuchs den alten weißen Löwen grüßt?","Stimmt es, dass der alte grüne Fuchs von dem alten weißen Löwen verfolgt wird und der alte weiße Löwe von dem alten grünen Fuchs gegrüßt wird?"
ko,dev_a,primary,assertion,roles,2,False,1,늙은 하얀색 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀색 사자를 반긴다는 것이 모두 사실이다.,늙은 초록색 여우를 늙은 하얀색 사자가 뒤따른다는 것과 늙은 하얀색 사자를 늙은 초록색 여우가 반긴다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,roles,2,False,1,늙은 하얀색 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀색 사자를 반긴다는 것이 모두 사실인가?,늙은 초록색 여우를 늙은 하얀색 사자가 뒤따른다는 것과 늙은 하얀색 사자를 늙은 초록색 여우가 반긴다는 것이 모두 사실인가?
en,dev_a,primary,assertion,roles,1,False,0,The old blue cat greets the old green bear and the old green bear sees the old blue cat.,The old green bear is seen by the old blue cat and the old blue cat is greeted by the old green bear.
en,dev_a,auxiliary,truth_question,roles,1,False,0,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is seen by the old blue cat and the old blue cat is greeted by the old green bear?
de,dev_a,primary,assertion,roles,1,False,0,Die alte blaue Katze grüßt den alten grünen Bären und der alte grüne Bär sieht die alte blaue Katze.,Der alte grüne Bär wird von der alten blauen Katze gesehen und die alte blaue Katze wird von dem alten grünen Bären gegrüßt.
de,dev_a,auxiliary,truth_question,roles,1,False,0,"Stimmt es, dass die alte blaue Katze den alten grünen Bären grüßt und der alte grüne Bär die alte blaue Katze sieht?","Stimmt es, dass der alte grüne Bär von der alten blauen Katze gesehen wird und die alte blaue Katze von dem alten grünen Bären gegrüßt wird?"
ko,dev_a,primary,assertion,roles,1,False,0,늙은 파란색 고양이가 늙은 초록색 곰을 반긴다는 것과 늙은 초록색 곰이 늙은 파란색 고양이를 본다는 것이 모두 사실이다.,늙은 초록색 곰을 늙은 파란색 고양이가 본다는 것과 늙은 파란색 고양이를 늙은 초록색 곰이 반긴다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,roles,1,False,0,늙은 파란색 고양이가 늙은 초록색 곰을 반긴다는 것과 늙은 초록색 곰이 늙은 파란색 고양이를 본다는 것이 모두 사실인가?,늙은 초록색 곰을 늙은 파란색 고양이가 본다는 것과 늙은 파란색 고양이를 늙은 초록색 곰이 반긴다는 것이 모두 사실인가?
en,dev_a,primary,assertion,roles,1,False,1,The old blue cat greets the old green bear and the old green bear sees the old blue cat.,The old green bear is greeted by the old blue cat and the old blue cat is seen by the old green bear.
en,dev_a,auxiliary,truth_question,roles,1,False,1,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is greeted by the old blue cat and the old blue cat is seen by the old green bear?
de,dev_a,primary,assertion,roles,1,False,1,Die alte blaue Katze grüßt den alten grünen Bären und der alte grüne Bär sieht die alte blaue Katze.,Der alte grüne Bär wird von der alten blauen Katze gegrüßt und die alte blaue Katze wird von dem alten grünen Bären gesehen.
de,dev_a,auxiliary,truth_question,roles,1,False,1,"Stimmt es, dass die alte blaue Katze den alten grünen Bären grüßt und der alte grüne Bär die alte blaue Katze sieht?","Stimmt es, dass der alte grüne Bär von der alten blauen Katze gegrüßt wird und die alte blaue Katze von dem alten grünen Bären gesehen wird?"
ko,dev_a,primary,assertion,roles,1,False,1,늙은 파란색 고양이가 늙은 초록색 곰을 반긴다는 것과 늙은 초록색 곰이 늙은 파란색 고양이를 본다는 것이 모두 사실이다.,늙은 초록색 곰을 늙은 파란색 고양이가 반긴다는 것과 늙은 파란색 고양이를 늙은 초록색 곰이 본다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,roles,1,False,1,늙은 파란색 고양이가 늙은 초록색 곰을 반긴다는 것과 늙은 초록색 곰이 늙은 파란색 고양이를 본다는 것이 모두 사실인가?,늙은 초록색 곰을 늙은 파란색 고양이가 반긴다는 것과 늙은 파란색 고양이를 늙은 초록색 곰이 본다는 것이 모두 사실인가?
en,dev_a,primary,assertion,roles,0,False,0,The young red horse sees the young green duck and the young green duck follows the young red horse.,The young green duck is followed by the young red horse and the young red horse is seen by the young green duck.
en,dev_a,auxiliary,truth_question,roles,0,False,0,Is it true that the young red horse sees the young green duck and the young green duck follows the young red horse?,Is it true that the young green duck is followed by the young red horse and the young red horse is seen by the young green duck?
de,dev_a,primary,assertion,roles,0,False,0,Das junge rote Pferd sieht die junge grüne Ente und die junge grüne Ente verfolgt das junge rote Pferd.,Die junge grüne Ente wird von dem jungen roten Pferd verfolgt und das junge rote Pferd wird von der jungen grünen Ente gesehen.
de,dev_a,auxiliary,truth_question,roles,0,False,0,"Stimmt es, dass das junge rote Pferd die junge grüne Ente sieht und die junge grüne Ente das junge rote Pferd verfolgt?","Stimmt es, dass die junge grüne Ente von dem jungen roten Pferd verfolgt wird und das junge rote Pferd von der jungen grünen Ente gesehen wird?"
ko,dev_a,primary,assertion,roles,0,False,0,어린 빨간색 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간색 말을 뒤따른다는 것이 모두 사실이다.,어린 초록색 오리를 어린 빨간색 말이 뒤따른다는 것과 어린 빨간색 말을 어린 초록색 오리가 본다는 것이 모두 사실이다.
ko,dev_a,auxiliary,truth_question,roles,0,False,0,어린 빨간색 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간색 말을 뒤따른다는 것이 모두 사실인가?,어린 초록색 오리를 어린 빨간색 말이 뒤따른다는 것과 어린 빨간색 말을 어린 초록색 오리가 본다는 것이 모두 사실인가?
en,dev_a,primary,assertion,roles,0,False,1,The young red horse sees the young green duck and the young green duck follows the young red horse.,The young green duck is seen by the young red horse and the young red horse is followed by the young green duck.
