language,split,task,verb,neg,label,sentence_a,sentence_b
ko,test,space,2,True,0,만약 어린 파란 소는 어린 하얀 곰의 오른쪽에 있다는 것과 어린 노란 사자는 어린 파란 오리의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 곰은 어린 파란 소의 오른쪽에 있다는 것과 어린 파란 오리는 어린 노란 사자의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,2,True,1,"If the young blue cow is to the right of the young white bear and the young yellow lion is to the left of the young blue duck, a bell rings.","If the young white bear is to the left of the young blue cow and the young blue duck is to the right of the young yellow lion, a bell rings."
de,test,space,2,True,1,"Wenn die junge blaue Kuh rechts von dem jungen weißen Bären ist und der junge gelbe Löwe links von der jungen blauen Ente ist, klingelt eine Glocke.","Wenn der junge weiße Bär links von der jungen blauen Kuh ist und die junge blaue Ente rechts von dem jungen gelben Löwen ist, klingelt eine Glocke."
ko,test,space,2,True,1,만약 어린 파란 소는 어린 하얀 곰의 오른쪽에 있다는 것과 어린 노란 사자는 어린 파란 오리의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 곰은 어린 파란 소의 왼쪽에 있다는 것과 어린 파란 오리는 어린 노란 사자의 오른쪽에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,1,True,0,"If the large white hen is to the right of the young yellow horse and the young white lion is to the left of the young red rabbit, a bell rings.","If the young yellow horse is to the right of the large white hen and the young red rabbit is to the left of the young white lion, a bell rings."
de,test,space,1,True,0,"Wenn das große weiße Huhn rechts von dem jungen gelben Pferd ist und der junge weiße Löwe links von dem jungen roten Kaninchen ist, klingelt eine Glocke.","Wenn das junge gelbe Pferd rechts von dem großen weißen Huhn ist und das junge rote Kaninchen links von dem jungen weißen Löwen ist, klingelt eine Glocke."
ko,test,space,1,True,0,만약 큰 하얀 닭은 어린 노란 말의 오른쪽에 있다는 것과 어린 하얀 사자는 어린 빨간 토끼의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 노란 말은 큰 하얀 닭의 오른쪽에 있다는 것과 어린 빨간 토끼는 어린 하얀 사자의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,1,True,1,"If the large white hen is to the right of the young yellow horse and the young white lion is to the left of the young red rabbit, a bell rings.","If the young yellow horse is to the left of the large white hen and the young red rabbit is to the right of the young white lion, a bell rings."
de,test,space,1,True,1,"Wenn das große weiße Huhn rechts von dem jungen gelben Pferd ist und der junge weiße Löwe links von dem jungen roten Kaninchen ist, klingelt eine Glocke.","Wenn das junge gelbe Pferd links von dem großen weißen Huhn ist und das junge rote Kaninchen rechts von dem jungen weißen Löwen ist, klingelt eine Glocke."
ko,test,space,1,True,1,만약 큰 하얀 닭은 어린 노란 말의 오른쪽에 있다는 것과 어린 하얀 사자는 어린 빨간 토끼의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 노란 말은 큰 하얀 닭의 왼쪽에 있다는 것과 어린 빨간 토끼는 어린 하얀 사자의 오른쪽에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,0,True,0,"If the small green bear is above the young green bear and the small blue lion is below the old red horse, a bell rings.","If the young green bear is above the small green bear and the old red horse is below the small blue lion, a bell rings."
de,test,space,0,True,0,"Wenn der kleine grüne Bär oberhalb von dem jungen grünen Bären ist und der kleine blaue Löwe unterhalb von dem alten roten Pferd ist, klingelt eine Glocke.","Wenn der junge grüne Bär oberhalb von dem kleinen grünen Bären ist und das alte rote Pferd unterhalb von dem kleinen blauen Löwen ist, klingelt eine Glocke."
ko,test,space,0,True,0,만약 작은 초록색 곰은 어린 초록색 곰의 위에 있다는 것과 작은 파란 사자는 늙은 빨간 말의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 초록색 곰은 작은 초록색 곰의 위에 있다는 것과 늙은 빨간 말은 작은 파란 사자의 아래에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,0,True,1,"If the small green bear is above the young green bear and the small blue lion is below the old red horse, a bell rings.","If the young green bear is below the small green bear and the old red horse is above the small blue lion, a bell rings."
de,test,space,0,True,1,"Wenn der kleine grüne Bär oberhalb von dem jungen grünen Bären ist und der kleine blaue Löwe unterhalb von dem alten roten Pferd ist, klingelt eine Glocke.","Wenn der junge grüne Bär unterhalb von dem kleinen grünen Bären ist und das alte rote Pferd oberhalb von dem kleinen blauen Löwen ist, klingelt eine Glocke."
ko,test,space,0,True,1,만약 작은 초록색 곰은 어린 초록색 곰의 위에 있다는 것과 작은 파란 사자는 늙은 빨간 말의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 초록색 곰은 작은 초록색 곰의 아래에 있다는 것과 늙은 빨간 말은 작은 파란 사자의 위에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,1,False,0,"If the small green cow is above the young white mouse and the large white fox is below the old black sheep, a bell rings.","If the young white mouse is above the small green cow and the old black sheep is below the large white fox, a bell rings."
de,test,space,1,False,0,"Wenn die kleine grüne Kuh oberhalb von der jungen weißen Maus ist und der große weiße Fuchs unterhalb von dem alten schwarzen Schaf ist, klingelt eine Glocke.","Wenn die junge weiße Maus oberhalb von der kleinen grünen Kuh ist und das alte schwarze Schaf unterhalb von dem großen weißen Fuchs ist, klingelt eine Glocke."
ko,test,space,1,False,0,만약 작은 초록색 소는 어린 하얀 쥐의 위에 있다는 것과 큰 하얀 여우는 늙은 검은 양의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 쥐는 작은 초록색 소의 위에 있다는 것과 늙은 검은 양은 큰 하얀 여우의 아래에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,space,1,False,1,"If the small green cow is above the young white mouse and the large white fox is below the old black sheep, a bell rings.","If the young white mouse is below the small green cow and the old black sheep is above the large white fox, a bell rings."
de,test,space,1,False,1,"Wenn die kleine grüne Kuh oberhalb von der jungen weißen Maus ist und der große weiße Fuchs unterhalb von dem alten schwarzen Schaf ist, klingelt eine Glocke.","Wenn die junge weiße Maus unterhalb von der kleinen grünen Kuh ist und das alte schwarze Schaf oberhalb von dem großen weißen Fuchs ist, klingelt eine Glocke."
ko,test,space,1,False,1,만약 작은 초록색 소는 어린 하얀 쥐의 위에 있다는 것과 큰 하얀 여우는 늙은 검은 양의 아래에 있다는 것이 모두 사실이라면 종이 울린다.,만약 어린 하얀 쥐는 작은 초록색 소의 아래에 있다는 것과 늙은 검은 양은 큰 하얀 여우의 위에 있다는 것이 모두 사실이라면 종이 울린다.
en,test,quantity,0,True,0,"If there are two large yellow bears and four small white bears, a bell rings.","If there are two small white bears and four large yellow bears, a bell rings."
de,test,quantity,0,True,0,"Wenn es zwei große gelbe Bären und vier kleine weiße Bären gibt, klingelt eine Glocke.","Wenn es zwei kleine weiße Bären und vier große gelbe Bären gibt, klingelt eine Glocke."
ko,test,quantity,0,True,0,만약 큰 노란 곰 두 마리와 작은 하얀 곰 네 마리가 있다면 종이 울린다.,만약 작은 하얀 곰 두 마리와 큰 노란 곰 네 마리가 있다면 종이 울린다.
en,test,quantity,0,True,1,"If there are two large yellow bears and four small white bears, a bell rings.","If there are four small white bears and two large yellow bears, a bell rings."
de,test,quantity,0,True,1,"Wenn es zwei große gelbe Bären und vier kleine weiße Bären gibt, klingelt eine Glocke.","Wenn es vier kleine weiße Bären und zwei große gelbe Bären gibt, klingelt eine Glocke."
ko,test,quantity,0,True,1,만약 큰 노란 곰 두 마리와 작은 하얀 곰 네 마리가 있다면 종이 울린다.,만약 작은 하얀 곰 네 마리와 큰 노란 곰 두 마리가 있다면 종이 울린다.
en,test,quantity,0,False,0,"If there are six small green dogs and seven old white cats, a bell rings.","If there are six old white cats and seven small green dogs, a bell rings."
de,test,quantity,0,False,0,"Wenn es sechs kleine grüne Hunde und sieben alte weiße Katzen gibt, klingelt eine Glocke.","Wenn es sechs alte weiße Katzen und sieben kleine grüne Hunde gibt, klingelt eine Glocke."
ko,test,quantity,0,False,0,만약 작은 초록색 개 여섯 마리와 늙은 하얀 고양이 일곱 마리가 있다면 종이 울린다.,만약 늙은 하얀 고양이 여섯 마리와 작은 초록색 개 일곱 마리가 있다면 종이 울린다.
en,test,quantity,0,False,1,"If there are six small green dogs and seven old white cats, a bell rings.","If there are seven old white cats and six small green dogs, a bell rings."
de,test,quantity,0,False,1,"Wenn es sechs kleine grüne Hunde und sieben alte weiße Katzen gibt, klingelt eine Glocke.","Wenn es sieben alte weiße Katzen und sechs kleine grüne Hunde gibt, klingelt eine Glocke."
ko,test,quantity,0,False,1,만약 작은 초록색 개 여섯 마리와 늙은 하얀 고양이 일곱 마리가 있다면 종이 울린다.,만약 늙은 하얀 고양이 일곱 마리와 작은 초록색 개 여섯 마리가 있다면 종이 울린다.
en,test,quantity,2,True,0,"If there are two small red sheep and three large black bears, a bell rings.","If there are two large black bears and three small red sheep, a bell rings."
de,test,quantity,2,True,0,"Wenn es zwei kleine rote Schafe und drei große schwarze Bären gibt, klingelt eine Glocke.","Wenn es zwei große schwarze Bären und drei kleine rote Schafe gibt, klingelt eine Glocke."
ko,test,quantity,2,True,0,만약 작은 빨간 양 두 마리와 큰 검은 곰 세 마리가 있다면 종이 울린다.,만약 큰 검은 곰 두 마리와 작은 빨간 양 세 마리가 있다면 종이 울린다.
en,test,quantity,2,True,1,"If there are two small red sheep and three large black bears, a bell rings.","If there are three large black bears and two small red sheep, a bell rings."
de,test,quantity,2,True,1,"Wenn es zwei kleine rote Schafe und drei große schwarze Bären gibt, klingelt eine Glocke.","Wenn es drei große schwarze Bären und zwei kleine rote Schafe gibt, klingelt eine Glocke."
ko,test,quantity,2,True,1,만약 작은 빨간 양 두 마리와 큰 검은 곰 세 마리가 있다면 종이 울린다.,만약 큰 검은 곰 세 마리와 작은 빨간 양 두 마리가 있다면 종이 울린다.
en,test,quantity,1,True,0,"If there are seven large green hens and four old white cows, a bell rings.","If there are seven old white cows and four large green hens, a bell rings."
de,test,quantity,1,True,0,"Wenn es sieben große grüne Hühner und vier alte weiße Kühe gibt, klingelt eine Glocke.","Wenn es sieben alte weiße Kühe und vier große grüne Hühner gibt, klingelt eine Glocke."
ko,test,quantity,1,True,0,만약 큰 초록색 닭 일곱 마리와 늙은 하얀 소 네 마리가 있다면 종이 울린다.,만약 늙은 하얀 소 일곱 마리와 큰 초록색 닭 네 마리가 있다면 종이 울린다.
en,test,quantity,1,True,1,"If there are seven large green hens and four old white cows, a bell rings.","If there are four old white cows and seven large green hens, a bell rings."
de,test,quantity,1,True,1,"Wenn es sieben große grüne Hühner und vier alte weiße Kühe gibt, klingelt eine Glocke.","Wenn es vier alte weiße Kühe und sieben große grüne Hühner gibt, klingelt eine Glocke."
ko,test,quantity,1,True,1,만약 큰 초록색 닭 일곱 마리와 늙은 하얀 소 네 마리가 있다면 종이 울린다.,만약 늙은 하얀 소 네 마리와 큰 초록색 닭 일곱 마리가 있다면 종이 울린다.
en,test,quantity,2,False,0,"If there are three old blue mice and two young white bears, a bell rings.","If there are three young white bears and two old blue mice, a bell rings."
de,test,quantity,2,False,0,"Wenn es drei alte blaue Mäuse und zwei junge weiße Bären gibt, klingelt eine Glocke.","Wenn es drei junge weiße Bären und zwei alte blaue Mäuse gibt, klingelt eine Glocke."
ko,test,quantity,2,False,0,만약 늙은 파란 쥐 세 마리와 어린 하얀 곰 두 마리가 있다면 종이 울린다.,만약 어린 하얀 곰 세 마리와 늙은 파란 쥐 두 마리가 있다면 종이 울린다.
en,test,quantity,2,False,1,"If there are three old blue mice and two young white bears, a bell rings.","If there are two young white bears and three old blue mice, a bell rings."
de,test,quantity,2,False,1,"Wenn es drei alte blaue Mäuse und zwei junge weiße Bären gibt, klingelt eine Glocke.","Wenn es zwei junge weiße Bären und drei alte blaue Mäuse gibt, klingelt eine Glocke."
ko,test,quantity,2,False,1,만약 늙은 파란 쥐 세 마리와 어린 하얀 곰 두 마리가 있다면 종이 울린다.,만약 어린 하얀 곰 두 마리와 늙은 파란 쥐 세 마리가 있다면 종이 울린다.
en,test,quantity,1,False,0,"If there are five old black mice and four small yellow hens, a bell rings.","If there are five small yellow hens and four old black mice, a bell rings."
de,test,quantity,1,False,0,"Wenn es fünf alte schwarze Mäuse und vier kleine gelbe Hühner gibt, klingelt eine Glocke.","Wenn es fünf kleine gelbe Hühner und vier alte schwarze Mäuse gibt, klingelt eine Glocke."
ko,test,quantity,1,False,0,만약 늙은 검은 쥐 다섯 마리와 작은 노란 닭 네 마리가 있다면 종이 울린다.,만약 작은 노란 닭 다섯 마리와 늙은 검은 쥐 네 마리가 있다면 종이 울린다.
en,test,quantity,1,False,1,"If there are five old black mice and four small yellow hens, a bell rings.","If there are four small yellow hens and five old black mice, a bell rings."
de,test,quantity,1,False,1,"Wenn es fünf alte schwarze Mäuse und vier kleine gelbe Hühner gibt, klingelt eine Glocke.","Wenn es vier kleine gelbe Hühner und fünf alte schwarze Mäuse gibt, klingelt eine Glocke."
ko,test,quantity,1,False,1,만약 늙은 검은 쥐 다섯 마리와 작은 노란 닭 네 마리가 있다면 종이 울린다.,만약 작은 노란 닭 네 마리와 늙은 검은 쥐 다섯 마리가 있다면 종이 울린다.
