language,noun,color,attribute,case,count_index,surface
en,bear,black,small,plural,5,seven small black bears
en,bear,black,small,plural,6,eight small black bears
en,bear,black,large,nom,,the large black bear
en,bear,black,large,acc,,the large black bear
en,bear,black,large,dat,,the large black bear
en,bear,black,large,plural,0,two large black bears
en,bear,black,large,plural,1,three large black bears
en,bear,black,large,plural,2,four large black bears
en,bear,black,large,plural,3,five large black bears
en,bear,black,large,plural,4,six large black bears
en,bear,black,large,plural,5,seven large black bears
en,bear,black,large,plural,6,eight large black bears
en,bear,black,young,nom,,the young black bear
en,bear,black,young,acc,,the young black bear
en,bear,black,young,dat,,the young black bear
en,bear,black,young,plural,0,two young black bears
en,bear,black,young,plural,1,three young black bears
en,bear,black,young,plural,2,four young black bears
en,bear,black,young,plural,3,five young black bears
en,bear,black,young,plural,4,six young black bears
en,bear,black,young,plural,5,seven young black bears
en,bear,black,young,plural,6,eight young black bears
en,bear,black,old,nom,,the old black bear
en,bear,black,old,acc,,the old black bear
en,bear,black,old,dat,,the old black bear
en,bear,black,old,plural,0,two old black bears
en,bear,black,old,plural,1,three old black bears
en,bear,black,old,plural,2,four old black bears
en,bear,black,old,plural,3,five old black bears
en,bear,black,old,plural,4,six old black bears
en,bear,black,old,plural,5,seven old black bears
en,bear,black,old,plural,6,eight old black bears
en,bear,white,small,nom,,the small white bear
en,bear,white,small,acc,,the small white bear
en,bear,white,small,dat,,the small white bear
en,bear,white,small,plural,0,two small white bears
en,bear,white,small,plural,1,three small white bears
en,bear,white,small,plural,2,four small white bears
en,bear,white,small,plural,3,five small white bears
en,bear,white,small,plural,4,six small white bears
en,bear,white,small,plural,5,seven small white bears
en,bear,white,small,plural,6,eight small white bears
en,bear,white,large,nom,,the large white bear
en,bear,white,large,acc,,the large white bear
en,bear,white,large,dat,,the large white bear
en,bear,white,large,plural,0,two large white bears
en,bear,white,large,plural,1,three large white bears
en,bear,white,large,plural,2,four large white bears
en,bear,white,large,plural,3,five large white bears
en,bear,white,large,plural,4,six large white bears
en,bear,white,large,plural,5,seven large white bears
en,bear,white,large,plural,6,eight large white bears
en,bear,white,young,nom,,the young white bear
en,bear,white,young,acc,,the young white bear
en,bear,white,young,dat,,the young white bear
en,bear,white,young,plural,0,two young white bears
en,bear,white,young,plural,1,three young white bears
en,bear,white,young,plural,2,four young white bears
en,bear,white,young,plural,3,five young white bears
en,bear,white,young,plural,4,six young white bears
en,bear,white,young,plural,5,seven young white bears
en,bear,white,young,plural,6,eight young white bears
en,bear,white,old,nom,,the old white bear
en,bear,white,old,acc,,the old white bear
en,bear,white,old,dat,,the old white bear
en,bear,white,old,plural,0,two old white bears
en,bear,white,old,plural,1,three old white bears
en,bear,white,old,plural,2,four old white bears
en,bear,white,old,plural,3,five old white bears
en,bear,white,old,plural,4,six old white bears
en,bear,white,old,plural,5,seven old white bears
en,bear,white,old,plural,6,eight old white bears
en,lion,red,small,nom,,the small red lion
en,lion,red,small,acc,,the small red lion
en,lion,red,small,dat,,the small red lion
en,lion,red,small,plural,0,two small red lions
en,lion,red,small,plural,1,three small red lions
en,lion,red,small,plural,2,four small red lions
en,lion,red,small,plural,3,five small red lions
en,lion,red,small,plural,4,six small red lions
en,lion,red,small,plural,5,seven small red lions
en,lion,red,small,plural,6,eight small red lions
en,lion,red,large,nom,,the large red lion
en,lion,red,large,acc,,the large red lion
en,lion,red,large,dat,,the large red lion
en,lion,red,large,plural,0,two large red lions
en,lion,red,large,plural,1,three large red lions
en,lion,red,large,plural,2,four large red lions
en,lion,red,large,plural,3,five large red lions
en,lion,red,large,plural,4,six large red lions
en,lion,red,large,plural,5,seven large red lions
en,lion,red,large,plural,6,eight large red lions
en,lion,red,young,nom,,the young red lion
en,lion,red,young,acc,,the young red lion
en,lion,red,young,dat,,the young red lion
en,lion,red,young,plural,0,two young red lions
en,lion,red,young,plural,1,three young red lions
en,lion,red,young,plural,2,four young red lions
en,lion,red,young,plural,3,five young red lions
en,lion,red,young,plural,4,six young red lions
en,lion,red,young,plural,5,seven young red lions
en,lion,red,young,plural,6,eight young red lions
en,lion,red,old,nom,,the old red lion
en,lion,red,old,acc,,the old red lion
en,lion,red,old,dat,,the old red lion
en,lion,red,old,plural,0,two old red lions
en,lion,red,old,plural,1,three old red lions
en,lion,red,old,plural,2,four old red lions
en,lion,red,old,plural,3,five old red lions
en,lion,red,old,plural,4,six old red lions
en,lion,red,old,plural,5,seven old red lions
en,lion,red,old,plural,6,eight old red lions
en,lion,blue,small,nom,,the small blue lion
en,lion,blue,small,acc,,the small blue lion
en,lion,blue,small,dat,,the small blue lion
en,lion,blue,small,plural,0,two small blue lions
en,lion,blue,small,plural,1,three small blue lions
en,lion,blue,small,plural,2,four small blue lions
en,lion,blue,small,plural,3,five small blue lions
en,lion,blue,small,plural,4,six small blue lions
en,lion,blue,small,plural,5,seven small blue lions
en,lion,blue,small,plural,6,eight small blue lions
en,lion,blue,large,nom,,the large blue lion
en,lion,blue,large,acc,,the large blue lion
en,lion,blue,large,dat,,the large blue lion
en,lion,blue,large,plural,0,two large blue lions
en,lion,blue,large,plural,1,three large blue lions
en,lion,blue,large,plural,2,four large blue lions
en,lion,blue,large,plural,3,five large blue lions
en,lion,blue,large,plural,4,six large blue lions
en,lion,blue,large,plural,5,seven large blue lions
en,lion,blue,large,plural,6,eight large blue lions
en,lion,blue,young,nom,,the young blue lion
en,lion,blue,young,acc,,the young blue lion
en,lion,blue,young,dat,,the young blue lion
en,lion,blue,young,plural,0,two young blue lions
en,lion,blue,young,plural,1,three young blue lions
en,lion,blue,young,plural,2,four young blue lions
en,lion,blue,young,plural,3,five young blue lions
en,lion,blue,young,plural,4,six young blue lions
en,lion,blue,young,plural,5,seven young blue lions
en,lion,blue,young,plural,6,eight young blue lions
en,lion,blue,old,nom,,the old blue lion
en,lion,blue,old,acc,,the old blue lion
en,lion,blue,old,dat,,the old blue lion
en,lion,blue,old,plural,0,two old blue lions
en,lion,blue,old,plural,1,three old blue lions
en,lion,blue,old,plural,2,four old blue lions
en,lion,blue,old,plural,3,five old blue lions
en,lion,blue,old,plural,4,six old blue lions
en,lion,blue,old,plural,5,seven old blue lions
en,lion,blue,old,plural,6,eight old blue lions
en,lion,green,small,nom,,the small green lion
en,lion,green,small,acc,,the small green lion
en,lion,green,small,dat,,the small green lion
en,lion,green,small,plural,0,two small green lions
en,lion,green,small,plural,1,three small green lions
en,lion,green,small,plural,2,four small green lions
en,lion,green,small,plural,3,five small green lions
en,lion,green,small,plural,4,six small green lions
en,lion,green,small,plural,5,seven small green lions
en,lion,green,small,plural,6,eight small green lions
en,lion,green,large,nom,,the large green lion
en,lion,green,large,acc,,the large green lion
en,lion,green,large,dat,,the large green lion
en,lion,green,large,plural,0,two large green lions
en,lion,green,large,plural,1,three large green lions
en,lion,green,large,plural,2,four large green lions
en,lion,green,large,plural,3,five large green lions
en,lion,green,large,plural,4,six large green lions
en,lion,green,large,plural,5,seven large green lions
en,lion,green,large,plural,6,eight large green lions
en,lion,green,young,nom,,the young green lion
en,lion,green,young,acc,,the young green lion
en,lion,green,young,dat,,the young green lion
en,lion,green,young,plural,0,two young green lions
en,lion,green,young,plural,1,three young green lions
en,lion,green,young,plural,2,four young green lions
en,lion,green,young,plural,3,five young green lions
en,lion,green,young,plural,4,six young green lions
en,lion,green,young,plural,5,seven young green lions
en,lion,green,young,plural,6,eight young green lions
en,lion,green,old,nom,,the old green lion
en,lion,green,old,acc,,the old green lion
en,lion,green,old,dat,,the old green lion
en,lion,green,old,plural,0,two old green lions
en,lion,green,old,plural,1,three old green lions
en,lion,green,old,plural,2,four old green lions
en,lion,green,old,plural,3,five old green lions
en,lion,green,old,plural,4,six old green lions
en,lion,green,old,plural,5,seven old green lions
en,lion,green,old,plural,6,eight old green lions
en,lion,yellow,small,nom,,the small yellow lion
en,lion,yellow,small,acc,,the small yellow lion
en,lion,yellow,small,dat,,the small yellow lion
en,lion,yellow,small,plural,0,two small yellow lions
en,lion,yellow,small,plural,1,three small yellow lions
en,lion,yellow,small,plural,2,four small yellow lions
en,lion,yellow,small,plural,3,five small yellow lions
en,lion,yellow,small,plural,4,six small yellow lions
en,lion,yellow,small,plural,5,seven small yellow lions
en,lion,yellow,small,plural,6,eight small yellow lions
en,lion,yellow,large,nom,,the large yellow lion
en,lion,yellow,large,acc,,the large yellow lion
en,lion,yellow,large,dat,,the large yellow lion
en,lion,yellow,large,plural,0,two large yellow lions
en,lion,yellow,large,plural,1,three large yellow lions
en,lion,yellow,large,plural,2,four large yellow lions
en,lion,yellow,large,plural,3,five large yellow lions
en,lion,yellow,large,plural,4,six large yellow lions
en,lion,yellow,large,plural,5,seven large yellow lions
en,lion,yellow,large,plural,6,eight large yellow lions
en,lion,yellow,young,nom,,the young yellow lion
en,lion,yellow,young,acc,,the young yellow lion
en,lion,yellow,young,dat,,the young yellow lion
en,lion,yellow,young,plural,0,two young yellow lions
en,lion,yellow,young,plural,1,three young yellow lions
en,lion,yellow,young,plural,2,four young yellow lions
en,lion,yellow,young,plural,3,five young yellow lions
en,lion,yellow,young,plural,4,six young yellow lions
en,lion,yellow,young,plural,5,seven young yellow lions
en,lion,yellow,young,plural,6,eight young yellow lions
en,lion,yellow,old,nom,,the old yellow lion
en,lion,yellow,old,acc,,the old yellow lion
en,lion,yellow,old,dat,,the old yellow lion
en,lion,yellow,old,plural,0,two old yellow lions
en,lion,yellow,old,plural,1,three old yellow lions
en,lion,yellow,old,plural,2,four old yellow lions
en,lion,yellow,old,plural,3,five old yellow lions
en,lion,yellow,old,plural,4,six old yellow lions
en,lion,yellow,old,plural,5,seven old yellow lions
en,lion,yellow,old,plural,6,eight old yellow lions
en,lion,black,small,nom,,the small black lion
en,lion,black,small,acc,,the small black lion
en,lion,black,small,dat,,the small black lion
en,lion,black,small,plural,0,two small black lions
en,lion,black,small,plural,1,three small black lions
en,lion,black,small,plural,2,four small black lions
en,lion,black,small,plural,3,five small black lions
en,lion,black,small,plural,4,six small black lions
en,lion,black,small,plural,5,seven small black lions
en,lion,black,small,plural,6,eight small black lions
en,lion,black,large,nom,,the large black lion
en,lion,black,large,acc,,the large black lion
en,lion,black,large,dat,,the large black lion
en,lion,black,large,plural,0,two large black lions
en,lion,black,large,plural,1,three large black lions
en,lion,black,large,plural,2,four large black lions
en,lion,black,large,plural,3,five large black lions
en,lion,black,large,plural,4,six large black lions
en,lion,black,large,plural,5,seven large black lions
en,lion,black,large,plural,6,eight large black lions
en,lion,black,young,nom,,the young black lion
en,lion,black,young,acc,,the young black lion
en,lion,black,young,dat,,the young black lion
en,lion,black,young,plural,0,two young black lions
en,lion,black,young,plural,1,three young black lions
en,lion,black,young,plural,2,four young black lions
en,lion,black,young,plural,3,five young black lions
en,lion,black,young,plural,4,six young black lions
en,lion,black,young,plural,5,seven young black lions
en,lion,black,young,plural,6,eight young black lions
en,lion,black,old,nom,,the old black lion
en,lion,black,old,acc,,the old black lion
en,lion,black,old,dat,,the old black lion
en,lion,black,old,plural,0,two old black lions
en,lion,black,old,plural,1,three old black lions
en,lion,black,old,plural,2,four old black lions
en,lion,black,old,plural,3,five old black lions
en,lion,black,old,plural,4,six old black lions
en,lion,black,old,plural,5,seven old black lions
en,lion,black,old,plural,6,eight old black lions
en,lion,white,small,nom,,the small white lion
en,lion,white,small,acc,,the small white lion
en,lion,white,small,dat,,the small white lion
